Local time,Open,High,Low,Close,Volume
01.05.2023 11:30:00.000 GMT-0600,1.24942,1.24952,1.24890,1.24949,1499179986.9536996
01.05.2023 12:00:00.000 GMT-0600,1.24947,1.24953,1.24895,1.24933,1264749983.7872999
01.05.2023 12:30:00.000 GMT-0600,1.24932,1.24932,1.24856,1.24870,2347300007.8203
01.05.2023 13:00:00.000 GMT-0600,1.24871,1.24880,1.24836,1.24862,1790520003.7958996
01.05.2023 13:30:00.000 GMT-0600,1.24865,1.24930,1.24835,1.24913,2607160009.3841996
01.05.2023 14:00:00.000 GMT-0600,1.24913,1.24938,1.24898,1.24923,1579090005.6363003
01.05.2023 14:30:00.000 GMT-0600,1.24925,1.24958,1.24908,1.24943,929739994.1685001
01.05.2023 15:00:00.000 GMT-0600,1.24944,1.24964,1.24882,1.24932,514130002.2598999
01.05.2023 15:30:00.000 GMT-0600,1.24935,1.24945,1.24931,1.24935,864000007.3906001
01.05.2023 16:00:00.000 GMT-0600,1.24935,1.24954,1.24909,1.24917,3604949997.9018006
01.05.2023 16:30:00.000 GMT-0600,1.24918,1.24939,1.24910,1.24913,1586020002.7227998
01.05.2023 17:00:00.000 GMT-0600,1.24912,1.24920,1.24852,1.24874,1876660011.649
01.05.2023 17:30:00.000 GMT-0600,1.24872,1.24877,1.24835,1.24843,1447299988.5082
01.05.2023 18:00:00.000 GMT-0600,1.24840,1.24966,1.24840,1.24912,3410719995.4988
01.05.2023 18:30:00.000 GMT-0600,1.24911,1.24947,1.24884,1.24923,2458410001.7546997
01.05.2023 19:00:00.000 GMT-0600,1.24923,1.25085,1.24916,1.25065,3096419994.354299
01.05.2023 19:30:00.000 GMT-0600,1.25067,1.25120,1.24999,1.25027,2845709976.1965995
01.05.2023 20:00:00.000 GMT-0600,1.25029,1.25036,1.24975,1.24990,1541249994.2778997
01.05.2023 20:30:00.000 GMT-0600,1.24991,1.25015,1.24967,1.25005,1101430003.1661
01.05.2023 21:00:00.000 GMT-0600,1.25005,1.25019,1.24989,1.25005,1428130006.7904997
01.05.2023 21:30:00.000 GMT-0600,1.25004,1.25014,1.24956,1.24972,1519129994.3923001
01.05.2023 22:00:00.000 GMT-0600,1.24972,1.25011,1.24950,1.24957,2643459991.4549
01.05.2023 22:30:00.000 GMT-0600,1.24958,1.25024,1.24930,1.24958,9051180007.9346
01.05.2023 23:00:00.000 GMT-0600,1.24958,1.25066,1.24955,1.25046,2634769996.6430993
